Loan ID,Disbursed Date,Region,Loan Purpose,Loan Amount (INR),Tenure (months),Interest Rate (%),Applicant Age,Employment Type,Education Level,Marital Status,Monthly Income (INR),Credit Score,EMI (INR),EMI to Income Ratio,Late Payments Count,Loan Status
LN-102645,2022-06-30,East India,Business Loan,1251415.0,24,17.05,52,Business Owner,High School,Single,35146.0,638,61902.86,1.761,0,Active
LN-103019,2022-06-30,Central India,Vehicle Loan,809999.0,60,18.24,21,Salaried,Below High School,Married,16745.0,659,20674.55,1.235,0,Active
LN-106227,2022-07-01,South India,Gold Loan,519436.0,12,12.07,25,Retired,Post-Graduate,Divorced,57707.0,675,46168.27,0.8,0,Fully Paid
LN-102218,2022-07-02,Central India,Home Loan,4587995.0,300,13.45,56,Retired,Graduate,Divorced,32080.0,583,53305.61,1.662,1,Active
LN-102385,2022-07-02,East India,Gold Loan,317805.0,24,15.33,32,Unemployed,Graduate,Single,18331.0,510,15459.17,0.843,4,Restructured
LN-106216,2022-07-02,Central India,Business Loan,1794121.0,36,8.36,32,Retired,Below High School,Single,25177.0,516,56519.67,2.245,10,Written Off
LN-101835,2022-07-03,East India,Home Loan,5719864.0,240,7.8,37,Salaried,Post-Graduate,Divorced,52286.0,740,47133.74,0.901,5,Written Off
LN-102120,2022-07-03,South India,Home Loan,2060381.0,180,17.64,21,Unemployed,Post-Graduate,Divorced,29107.0,442,32648.54,1.122,9,Defaulted
LN-104671,2022-07-03,South India,Gold Loan,117950.0,6,16.56,40,Retired,Graduate,Divorced,69112.0,640,20618.67,0.298,0,Fully Paid
LN-104966,2022-07-03,Central India,Education Loan,228041.0,36,12.9,42,Salaried,Post-Graduate,Divorced,79014.0,782,7672.62,0.097,0,Fully Paid
LN-102421,2022-07-04,Central India,Agriculture Loan,261057.0,12,17.25,39,Business Owner,Professional Degree,Married,209138.0,764,23840.62,0.114,0,Active
LN-102527,2022-07-04,West India,Education Loan,1658179.0,36,15.49,23,Salaried,High School,Divorced,31634.0,766,57880.01,1.83,1,Active
LN-105030,2022-07-04,North India,Personal Loan,424849.0,48,14.66,38,Self-Employed,Graduate,Single,46102.0,572,11750.77,0.255,3,Active
LN-102546,2022-07-05,South India,Home Loan,2239805.0,300,11.45,57,Salaried,Professional Degree,Divorced,89189.0,707,22685.08,0.254,1,Active
LN-105135,2022-07-05,North India,Vehicle Loan,468048.0,60,15.2,21,Salaried,Graduate,Single,62694.0,666,11184.03,0.178,1,Active
LN-106183,2022-07-05,North India,Home Loan,3557490.0,120,8.79,39,Salaried,Professional Degree,Single,66890.0,703,44661.46,0.668,0,Active
LN-101875,2022-07-06,West India,Vehicle Loan,210349.0,48,17.45,54,Retired,Professional Degree,Divorced,124505.0,678,6118.71,0.049,0,Fully Paid
LN-100028,2022-07-07,Central India,Personal Loan,93938.0,36,17.59,26,Self-Employed,High School,Divorced,38336.0,597,3376.79,0.088,0,Fully Paid
LN-102839,2022-07-07,East India,Education Loan,1277755.0,84,10.0,39,Unemployed,Post-Graduate,Married,22041.0,576,21212.25,0.962,8,Defaulted
LN-105096,2022-07-07,East India,Vehicle Loan,1048599.0,72,12.28,33,Salaried,Professional Degree,Single,92238.0,672,20653.32,0.224,0,Active
LN-105588,2022-07-07,West India,Personal Loan,147917.0,48,8.18,54,Retired,Post-Graduate,Single,86633.0,680,3623.6,0.042,0,Fully Paid
LN-106226,2022-07-07,South India,Home Loan,3453310.0,120,16.18,45,Salaried,Graduate,Divorced,59629.0,695,58235.44,0.977,1,Active
LN-101595,2022-07-08,West India,Vehicle Loan,1144686.0,72,8.13,22,Salaried,High School,Married,23593.0,554,20142.79,0.854,3,Defaulted
LN-102154,2022-07-08,South India,Home Loan,4509160.0,240,16.52,43,Self-Employed,High School,Divorced,26740.0,637,64499.56,2.412,8,Written Off
LN-103950,2022-07-08,West India,Vehicle Loan,287753.0,36,10.71,45,Business Owner,High School,Married,51510.0,760,9381.2,0.182,0,Active
LN-105172,2022-07-08,East India,Home Loan,3932212.0,300,15.67,56,Self-Employed,Graduate,Married,43810.0,607,52417.54,1.196,1,Active
LN-105330,2022-07-08,Central India,Personal Loan,187497.0,12,10.14,36,Salaried,Post-Graduate,Single,63818.0,678,16496.18,0.258,0,Fully Paid
LN-106473,2022-07-08,North India,Home Loan,3497217.0,240,17.98,38,Salaried,High School,Married,26998.0,653,53919.13,1.997,0,Active
LN-100693,2022-07-09,Central India,Home Loan,3825969.0,240,11.87,37,Self-Employed,Below High School,Single,23991.0,619,41780.98,1.742,1,Active
LN-106329,2022-07-09,Central India,Home Loan,2813877.0,300,16.67,35,Self-Employed,Graduate,Single,40734.0,596,39722.69,0.975,10,Defaulted
LN-104149,2022-07-10,East India,Business Loan,4052063.0,60,11.54,48,Self-Employed,Graduate,Divorced,32194.0,636,89196.82,2.771,0,Active
LN-105737,2022-07-10,East India,Education Loan,817776.0,84,15.49,48,Unemployed,Graduate,Single,9704.0,611,16006.08,1.649,5,Restructured
LN-106548,2022-07-11,West India,Vehicle Loan,534995.0,36,10.93,26,Salaried,Post-Graduate,Married,101085.0,814,17497.32,0.173,0,Fully Paid
LN-100023,2022-07-12,West India,Home Loan,4480705.0,180,16.63,48,Retired,High School,Single,32689.0,659,67786.71,2.074,0,Active
LN-100065,2022-07-12,North India,Business Loan,2659772.0,24,9.11,39,Self-Employed,Graduate,Divorced,63236.0,659,121645.28,1.924,1,Active
LN-101637,2022-07-12,East India,Education Loan,1000678.0,36,13.84,21,Self-Employed,Post-Graduate,Single,106796.0,692,34123.09,0.32,0,Fully Paid
LN-102098,2022-07-12,Central India,Home Loan,2608295.0,240,11.37,58,Retired,Post-Graduate,Single,91265.0,644,27582.36,0.302,3,Active
LN-102831,2022-07-12,South India,Business Loan,1754410.0,60,14.37,31,Self-Employed,Below High School,Married,14630.0,682,41159.37,2.813,1,Active
LN-101720,2022-07-13,West India,Vehicle Loan,1083014.0,36,17.02,59,Self-Employed,Graduate,Married,70337.0,709,38623.18,0.549,0,Fully Paid
LN-105103,2022-07-13,South India,Vehicle Loan,201645.0,48,14.49,35,Self-Employed,Below High School,Divorced,17653.0,670,5559.94,0.315,0,Fully Paid
LN-106078,2022-07-13,Central India,Personal Loan,424723.0,24,10.27,38,Self-Employed,Post-Graduate,Divorced,102783.0,738,19651.78,0.191,0,Fully Paid
LN-100675,2022-07-14,Central India,Business Loan,2002104.0,60,15.14,43,Salaried,Graduate,Divorced,68345.0,716,47777.17,0.699,0,Active
LN-100972,2022-07-14,South India,Gold Loan,403186.0,12,16.39,66,Business Owner,Post-Graduate,Married,160339.0,710,36655.86,0.229,0,Fully Paid
LN-101291,2022-07-14,East India,Personal Loan,87187.0,36,16.49,48,Business Owner,Professional Degree,Divorced,169980.0,671,3086.37,0.018,0,Fully Paid
LN-102335,2022-07-14,East India,Business Loan,957700.0,60,13.83,35,Retired,High School,Married,33962.0,596,22199.69,0.654,1,Active
LN-101477,2022-07-15,East India,Vehicle Loan,608045.0,60,17.79,30,Business Owner,Graduate,Divorced,101205.0,732,15370.97,0.152,0,Active
LN-102080,2022-07-15,Central India,Home Loan,4185838.0,120,8.31,32,Salaried,Post-Graduate,Divorced,50917.0,671,51474.02,1.011,1,Active
LN-102212,2022-07-15,North India,Home Loan,2197097.0,300,10.39,57,Self-Employed,High School,Divorced,31553.0,707,20572.22,0.652,6,Defaulted
LN-104015,2022-07-15,South India,Agriculture Loan,312606.0,36,9.93,41,Self-Employed,Below High School,Divorced,27046.0,608,10076.65,0.373,0,Fully Paid
LN-105911,2022-07-15,North India,Home Loan,3624426.0,300,15.29,26,Business Owner,Professional Degree,Single,155506.0,705,47239.76,0.304,1,Active
LN-105916,2022-07-15,East India,Business Loan,4484316.0,24,11.63,37,Salaried,High School,Married,28176.0,745,210318.33,7.464,0,Fully Paid
LN-105959,2022-07-15,East India,Vehicle Loan,790762.0,36,9.62,44,Unemployed,Graduate,Single,9551.0,463,25374.82,2.657,7,Defaulted
LN-102032,2022-07-16,South India,Business Loan,3197041.0,36,13.87,21,Salaried,High School,Divorced,25875.0,639,109065.53,4.215,0,Fully Paid
LN-102708,2022-07-16,North India,Home Loan,2277150.0,240,14.3,37,Business Owner,Graduate,Divorced,67092.0,723,28814.33,0.429,0,Active
LN-103169,2022-07-16,North India,Home Loan,1532086.0,120,13.11,49,Salaried,Graduate,Single,43814.0,739,22975.2,0.524,0,Active
LN-104142,2022-07-16,West India,Home Loan,5063584.0,300,17.06,49,Self-Employed,High School,Married,29491.0,714,73045.0,2.477,1,Active
LN-105704,2022-07-16,Central India,Home Loan,3098884.0,240,10.37,41,Salaried,High School,Divorced,29673.0,624,30668.5,1.034,6,Defaulted
LN-100951,2022-07-17,East India,Home Loan,4915091.0,120,9.89,27,Salaried,Graduate,Divorced,50686.0,636,64654.27,1.276,9,Defaulted
LN-102458,2022-07-18,North India,Business Loan,3676480.0,36,9.33,44,Self-Employed,High School,Single,34653.0,627,117476.56,3.39,0,Fully Paid
LN-104787,2022-07-18,North India,Education Loan,1363178.0,84,12.25,41,Salaried,Professional Degree,Married,69677.0,704,24246.45,0.348,4,Defaulted
LN-105743,2022-07-18,Central India,Vehicle Loan,875091.0,72,11.87,27,Business Owner,Professional Degree,Married,187950.0,620,17049.1,0.091,3,Active
LN-106050,2022-07-19,Central India,Personal Loan,162085.0,36,12.2,41,Salaried,Professional Degree,Married,113828.0,712,5399.04,0.047,0,Fully Paid
LN-106247,2022-07-19,South India,Business Loan,1471845.0,84,15.95,52,Self-Employed,Professional Degree,Single,125372.0,716,29191.98,0.233,0,Active
LN-106803,2022-07-19,North India,Home Loan,2336465.0,300,14.82,40,Self-Employed,Post-Graduate,Single,78315.0,813,29600.23,0.378,0,Active
LN-102475,2022-07-20,North India,Gold Loan,727613.0,24,8.81,44,Self-Employed,High School,Divorced,29806.0,704,33177.42,1.113,0,Active
LN-102698,2022-07-20,North India,Personal Loan,230994.0,48,10.73,47,Retired,Below High School,Divorced,26150.0,800,5939.92,0.227,0,Fully Paid
LN-106018,2022-07-20,East India,Gold Loan,718395.0,6,14.14,26,Self-Employed,Graduate,Divorced,51247.0,650,124718.67,2.434,0,Fully Paid
LN-102167,2022-07-22,Central India,Education Loan,1569525.0,84,11.87,28,Self-Employed,Graduate,Divorced,52375.0,705,27597.41,0.527,0,Active
LN-102672,2022-07-22,South India,Home Loan,4059339.0,120,14.91,32,Retired,Professional Degree,Divorced,67881.0,595,65267.78,0.962,0,Active
LN-103360,2022-07-22,East India,Agriculture Loan,889034.0,24,12.93,41,Retired,Professional Degree,Single,88652.0,696,42237.07,0.476,0,Fully Paid
LN-103474,2022-07-22,East India,Business Loan,2610789.0,36,15.78,41,Salaried,Below High School,Single,23603.0,752,91504.28,3.877,1,Active
LN-104848,2022-07-22,South India,Agriculture Loan,197694.0,12,13.76,28,Self-Employed,Graduate,Single,58072.0,666,17728.06,0.305,0,Fully Paid
LN-105702,2022-07-22,North India,Gold Loan,237397.0,6,9.37,27,Retired,Graduate,Single,63906.0,675,40654.49,0.636,0,Fully Paid
LN-106299,2022-07-22,Central India,Vehicle Loan,943455.0,60,11.88,41,Salaried,Post-Graduate,Divorced,49058.0,716,20929.47,0.427,1,Active
LN-103425,2022-07-23,South India,Personal Loan,429092.0,12,10.05,40,Salaried,Post-Graduate,Married,68348.0,775,37733.98,0.552,0,Fully Paid
LN-104748,2022-07-23,East India,Home Loan,2844120.0,300,16.52,50,Business Owner,Post-Graduate,Divorced,141745.0,623,39812.65,0.281,3,Active
LN-105033,2022-07-23,East India,Personal Loan,419944.0,36,7.66,27,Salaried,Graduate,Married,64846.0,712,13093.75,0.202,0,Fully Paid
LN-105257,2022-07-23,West India,Vehicle Loan,307252.0,60,13.02,39,Salaried,Post-Graduate,Divorced,91713.0,689,6994.07,0.076,1,Active
LN-105967,2022-07-23,West India,Gold Loan,634271.0,6,10.66,21,Salaried,High School,Single,26018.0,560,109022.81,4.19,10,Defaulted
LN-106336,2022-07-23,Central India,Education Loan,1963369.0,60,11.66,38,Salaried,High School,Married,35198.0,738,43337.48,1.231,1,Active
LN-100530,2022-07-24,Central India,Personal Loan,80367.0,24,7.92,24,Salaried,High School,Married,36058.0,655,3631.85,0.101,0,Fully Paid
LN-100930,2022-07-24,North India,Vehicle Loan,542708.0,60,11.45,49,Self-Employed,High School,Married,31418.0,671,11921.95,0.379,1,Active
LN-102332,2022-07-24,Central India,Education Loan,1133212.0,36,11.69,30,Salaried,High School,Single,35158.0,743,37471.29,1.066,0,Fully Paid
LN-102559,2022-07-24,North India,Personal Loan,78788.0,12,14.29,47,Salaried,High School,Married,22463.0,717,7084.9,0.315,0,Fully Paid
LN-103672,2022-07-24,South India,Vehicle Loan,561910.0,60,16.17,22,Self-Employed,Professional Degree,Divorced,70845.0,582,13715.37,0.194,0,Active
LN-104387,2022-07-24,South India,Vehicle Loan,203706.0,60,13.06,22,Self-Employed,Graduate,Married,60087.0,762,4641.2,0.077,0,Active
LN-105323,2022-07-24,Central India,Vehicle Loan,600664.0,72,14.48,56,Salaried,Post-Graduate,Single,86080.0,751,12532.04,0.146,0,Active
LN-105525,2022-07-24,West India,Education Loan,1083901.0,60,7.73,27,Salaried,Post-Graduate,Married,51431.0,633,21837.81,0.425,1,Active
LN-100154,2022-07-25,West India,Home Loan,1930488.0,180,18.24,29,Self-Employed,Post-Graduate,Single,100099.0,676,31422.91,0.314,1,Active
LN-103009,2022-07-25,South India,Personal Loan,380795.0,36,13.26,50,Salaried,Professional Degree,Divorced,123503.0,825,12878.23,0.104,0,Fully Paid
LN-101956,2022-07-26,Central India,Education Loan,1159226.0,36,12.69,40,Retired,Graduate,Married,65035.0,586,38886.04,0.598,0,Active
LN-102449,2022-07-26,East India,Education Loan,1878373.0,60,16.09,38,Business Owner,Professional Degree,Married,174219.0,784,45768.25,0.263,0,Active
LN-102634,2022-07-26,West India,Business Loan,1849338.0,36,11.96,24,Self-Employed,Post-Graduate,Single,73420.0,644,61389.16,0.836,0,Fully Paid
LN-103536,2022-07-26,East India,Agriculture Loan,430559.0,12,8.03,40,Salaried,Post-Graduate,Single,66594.0,771,37459.62,0.563,0,Fully Paid
LN-101251,2022-07-27,Central India,Home Loan,5803375.0,180,16.78,25,Retired,Professional Degree,Married,117332.0,752,88410.9,0.754,0,Active
LN-100068,2022-07-28,North India,Agriculture Loan,166309.0,12,15.88,54,Salaried,Graduate,Single,71973.0,738,15079.92,0.21,0,Fully Paid
LN-102068,2022-07-28,Central India,Vehicle Loan,896053.0,60,11.51,52,Salaried,Graduate,Single,62451.0,683,19711.04,0.316,12,Defaulted
LN-102806,2022-07-28,East India,Vehicle Loan,239717.0,60,16.21,45,Retired,Graduate,Single,63768.0,643,5856.23,0.092,0,Active
LN-102923,2022-07-28,Central India,Agriculture Loan,214332.0,24,11.49,29,Self-Employed,Graduate,Single,40696.0,600,10038.38,0.247,0,Fully Paid
LN-105720,2022-07-28,South India,Business Loan,1520638.0,24,11.28,37,Self-Employed,Graduate,Divorced,55773.0,685,71071.49,1.274,1,Active
LN-100163,2022-07-29,Central India,Business Loan,4952190.0,60,9.84,21,Self-Employed,Professional Degree,Single,107229.0,747,104829.96,0.978,1,Active
LN-101679,2022-07-29,North India,Personal Loan,130164.0,24,11.29,45,Salaried,High School,Single,22645.0,784,6084.2,0.269,0,Fully Paid
LN-103433,2022-07-29,South India,Vehicle Loan,1199665.0,36,17.07,27,Self-Employed,Graduate,Married,49059.0,619,42813.13,0.873,0,Fully Paid
LN-103596,2022-07-29,South India,Business Loan,609285.0,84,10.51,21,Salaried,Graduate,Single,41536.0,769,10276.13,0.247,0,Active
LN-104407,2022-07-29,East India,Education Loan,1681728.0,120,17.18,50,Salaried,Graduate,Married,49689.0,639,29420.13,0.592,1,Active
LN-105527,2022-07-29,North India,Home Loan,2289821.0,120,14.56,40,Self-Employed,Post-Graduate,Married,81062.0,635,36328.26,0.448,0,Active
LN-105803,2022-07-29,North India,Personal Loan,252266.0,48,16.82,30,Salaried,Graduate,Married,63692.0,691,7255.67,0.114,1,Active
LN-100838,2022-07-30,Central India,Home Loan,1864756.0,180,12.64,45,Retired,Professional Degree,Married,148687.0,748,23153.69,0.156,11,Written Off
LN-102786,2022-07-30,Central India,Business Loan,890892.0,36,17.45,43,Salaried,Professional Degree,Married,104412.0,765,31962.61,0.306,0,Fully Paid
LN-104335,2022-07-30,West India,Personal Loan,439244.0,24,12.77,28,Business Owner,Professional Degree,Married,225225.0,799,20835.04,0.093,0,Fully Paid
LN-104394,2022-07-31,East India,Gold Loan,752059.0,12,13.03,43,Self-Employed,Professional Degree,Single,87225.0,559,67182.45,0.77,0,Fully Paid
LN-101586,2022-08-01,North India,Education Loan,828322.0,84,15.85,40,Salaried,High School,Married,34410.0,683,16381.5,0.476,1,Active
LN-105805,2022-08-01,East India,Personal Loan,50444.0,36,15.63,29,Self-Employed,High School,Single,30151.0,709,1764.26,0.059,0,Fully Paid
LN-101209,2022-08-03,Central India,Personal Loan,464203.0,36,9.21,32,Retired,Below High School,Married,24130.0,579,14806.94,0.614,2,Active
LN-102512,2022-08-03,Central India,Vehicle Loan,361239.0,48,8.73,24,Business Owner,Post-Graduate,Divorced,163614.0,666,8943.21,0.055,1,Active
LN-102513,2022-08-03,West India,Business Loan,3216698.0,60,12.68,43,Unemployed,Post-Graduate,Married,26937.0,418,72663.91,2.698,8,Written Off
LN-103083,2022-08-03,East India,Business Loan,4403805.0,60,16.69,60,Retired,Post-Graduate,Single,105274.0,627,108713.19,1.033,1,Active
LN-104545,2022-08-03,South India,Business Loan,2683037.0,60,9.69,53,Business Owner,Post-Graduate,Divorced,155482.0,742,56598.22,0.364,1,Active
LN-100559,2022-08-04,West India,Vehicle Loan,1004171.0,36,16.57,37,Salaried,Graduate,Married,70212.0,701,35586.91,0.507,0,Fully Paid
LN-101698,2022-08-04,East India,Vehicle Loan,313104.0,48,10.11,21,Self-Employed,Professional Degree,Married,98382.0,745,7957.68,0.081,0,Active
LN-102359,2022-08-04,North India,Business Loan,4619312.0,24,16.29,49,Self-Employed,Graduate,Married,71665.0,761,226816.48,3.165,1,Active
LN-103688,2022-08-04,North India,Education Loan,1992093.0,120,16.17,33,Business Owner,Graduate,Married,106018.0,731,33581.52,0.317,0,Active
LN-105706,2022-08-04,East India,Home Loan,4818688.0,180,9.66,49,Salaried,Professional Degree,Single,113645.0,676,50784.2,0.447,0,Active
LN-106224,2022-08-04,South India,Personal Loan,340344.0,36,15.64,51,Self-Employed,Post-Graduate,Married,103116.0,704,11905.08,0.115,0,Fully Paid
LN-100589,2022-08-05,Central India,Home Loan,4328064.0,180,10.3,48,Self-Employed,Graduate,Married,40427.0,671,47307.14,1.17,8,Defaulted
LN-100881,2022-08-05,North India,Education Loan,1370931.0,36,17.39,27,Salaried,Graduate,Divorced,40903.0,691,49143.94,1.201,6,Defaulted
LN-101933,2022-08-05,North India,Personal Loan,468239.0,12,17.71,46,Salaried,Post-Graduate,Married,85029.0,781,42863.55,0.504,0,Fully Paid
LN-102422,2022-08-05,South India,Home Loan,5979057.0,300,17.16,29,Business Owner,Professional Degree,Single,139863.0,653,86725.75,0.62,6,Defaulted
LN-104274,2022-08-05,North India,Business Loan,3578411.0,36,11.55,23,Self-Employed,High School,Single,22733.0,606,118086.82,5.195,3,Active
LN-100480,2022-08-06,West India,Vehicle Loan,895429.0,60,10.04,35,Salaried,Professional Degree,Divorced,105924.0,768,19042.85,0.18,1,Active
LN-103265,2022-08-06,Central India,Business Loan,824210.0,24,14.25,33,Self-Employed,Graduate,Divorced,51033.0,693,39670.11,0.777,0,Fully Paid
LN-101403,2022-08-08,South India,Vehicle Loan,575551.0,36,8.18,29,Business Owner,Graduate,Divorced,109825.0,698,18083.51,0.165,0,Fully Paid
LN-103072,2022-08-08,Central India,Education Loan,742883.0,84,11.9,50,Salaried,Post-Graduate,Single,94527.0,784,13074.22,0.138,1,Active
LN-104499,2022-08-08,West India,Gold Loan,55061.0,6,11.08,26,Unemployed,Graduate,Married,13379.0,569,9475.67,0.708,4,Written Off
LN-106364,2022-08-08,East India,Personal Loan,462290.0,12,11.63,59,Business Owner,Graduate,Married,45139.0,683,40993.93,0.908,0,Active
LN-106942,2022-08-08,South India,Vehicle Loan,1049523.0,48,8.38,48,Self-Employed,Graduate,Married,52081.0,690,25809.54,0.496,1,Active
LN-104519,2022-08-09,West India,Home Loan,2209863.0,240,10.48,27,Salaried,High School,Married,19016.0,715,22033.15,1.159,1,Active
LN-105466,2022-08-09,South India,Vehicle Loan,499234.0,48,13.44,48,Salaried,Graduate,Married,58957.0,572,13502.48,0.229,0,Active
LN-100350,2022-08-10,South India,Gold Loan,136326.0,12,16.54,49,Self-Employed,Professional Degree,Single,87034.0,673,12403.84,0.143,0,Fully Paid
LN-105491,2022-08-10,Central India,Vehicle Loan,851482.0,48,15.88,49,Self-Employed,High School,Divorced,18300.0,646,24078.94,1.316,1,Active
LN-100979,2022-08-11,East India,Personal Loan,290394.0,24,8.1,42,Business Owner,Professional Degree,Single,167403.0,689,13146.98,0.079,0,Fully Paid
LN-103905,2022-08-11,Central India,Business Loan,1548011.0,36,10.79,29,Salaried,Graduate,Divorced,39223.0,731,50526.09,1.288,0,Fully Paid
LN-104620,2022-08-11,Central India,Vehicle Loan,772596.0,72,12.5,27,Salaried,Graduate,Single,42474.0,688,15306.04,0.36,10,Defaulted
LN-106935,2022-08-11,South India,Vehicle Loan,680503.0,72,8.03,23,Salaried,Below High School,Married,21368.0,755,11941.39,0.559,5,Written Off
LN-103279,2022-08-12,South India,Vehicle Loan,628929.0,72,11.41,35,Retired,Professional Degree,Married,97149.0,610,12103.57,0.125,1,Active
LN-100715,2022-08-13,South India,Vehicle Loan,820281.0,72,8.3,24,Self-Employed,Post-Graduate,Married,55011.0,578,14502.64,0.264,5,Defaulted
LN-101153,2022-08-13,West India,Gold Loan,254442.0,24,18.19,29,Retired,Professional Degree,Married,77660.0,675,12726.16,0.164,0,Fully Paid
LN-102275,2022-08-13,Central India,Business Loan,4787612.0,84,17.05,56,Self-Employed,Professional Degree,Single,128404.0,607,97977.09,0.763,3,Active
LN-102445,2022-08-13,East India,Home Loan,3022052.0,300,14.8,37,Salaried,Post-Graduate,Married,51538.0,735,38239.02,0.742,9,Written Off
LN-103087,2022-08-13,Central India,Vehicle Loan,424946.0,36,11.7,38,Retired,High School,Married,26692.0,682,14053.48,0.527,0,Fully Paid
LN-104409,2022-08-13,North India,Personal Loan,183314.0,24,14.28,51,Business Owner,Graduate,Divorced,63565.0,717,8825.7,0.139,1,Active
LN-101446,2022-08-14,East India,Home Loan,1825551.0,300,10.22,38,Salaried,Graduate,Married,67800.0,680,16872.75,0.249,1,Active
LN-103590,2022-08-14,South India,Home Loan,1615287.0,180,8.22,47,Salaried,Graduate,Married,43571.0,712,15642.37,0.359,1,Active
LN-104680,2022-08-14,West India,Vehicle Loan,458550.0,72,13.11,56,Self-Employed,High School,Divorced,31333.0,619,9231.62,0.295,2,Active
LN-100340,2022-08-15,East India,Vehicle Loan,618358.0,48,12.76,22,Self-Employed,High School,Married,28034.0,604,16515.43,0.589,0,Active
LN-101670,2022-08-15,Central India,Vehicle Loan,1120930.0,72,14.89,42,Salaried,Below High School,Single,22231.0,645,23635.17,1.063,3,Active
LN-102796,2022-08-15,South India,Gold Loan,208680.0,12,9.55,32,Self-Employed,Professional Degree,Single,132836.0,679,18302.64,0.138,0,Fully Paid
LN-102932,2022-08-15,North India,Agriculture Loan,611797.0,24,9.12,56,Self-Employed,Post-Graduate,Divorced,75316.0,565,27983.48,0.372,0,Fully Paid
LN-106289,2022-08-15,North India,Business Loan,3696038.0,60,10.51,39,Self-Employed,Post-Graduate,Divorced,49262.0,734,79460.58,1.613,7,Written Off
LN-100533,2022-08-16,Central India,Education Loan,1337232.0,36,7.56,63,Unemployed,High School,Single,10174.0,591,41633.09,4.092,8,Defaulted
LN-102327,2022-08-16,North India,Business Loan,4403521.0,24,16.78,37,Retired,Below High School,Single,17387.0,667,217254.84,12.495,1,Active
LN-102789,2022-08-16,North India,Home Loan,3313981.0,300,9.74,41,Salaried,Graduate,Single,40012.0,848,29508.93,0.738,1,Active
LN-103987,2022-08-16,South India,Personal Loan,351923.0,36,17.24,32,Business Owner,Graduate,Married,100136.0,732,12589.09,0.126,0,Fully Paid
LN-105003,2022-08-16,Central India,Home Loan,5208777.0,240,7.98,36,Business Owner,Post-Graduate,Married,149617.0,679,43503.49,0.291,1,Active
LN-105028,2022-08-16,Central India,Personal Loan,409312.0,36,13.0,32,Salaried,Graduate,Divorced,66887.0,763,13791.34,0.206,0,Fully Paid
LN-105049,2022-08-16,East India,Business Loan,3110834.0,84,15.88,52,Self-Employed,Below High School,Married,19496.0,702,61575.16,3.158,12,Defaulted
LN-105696,2022-08-16,Central India,Vehicle Loan,980229.0,72,17.58,43,Business Owner,Graduate,Married,103902.0,862,22124.75,0.213,1,Active
LN-102283,2022-08-17,West India,Personal Loan,254082.0,48,12.0,31,Retired,Graduate,Married,33338.0,598,6690.95,0.201,7,Written Off
LN-102442,2022-08-17,South India,Home Loan,4545321.0,120,9.27,30,Salaried,Professional Degree,Single,76962.0,695,58244.48,0.757,12,Defaulted
LN-104204,2022-08-17,North India,Vehicle Loan,1153932.0,36,13.21,51,Salaried,Graduate,Single,46024.0,733,38997.35,0.847,0,Active
LN-104525,2022-08-17,West India,Agriculture Loan,966730.0,12,11.31,44,Salaried,Professional Degree,Married,74377.0,693,85581.05,1.151,1,Active
LN-104689,2022-08-17,South India,Vehicle Loan,555032.0,48,16.37,32,Salaried,Graduate,Single,61733.0,808,15835.14,0.257,0,Active
LN-100851,2022-08-18,South India,Education Loan,1258928.0,36,14.2,48,Salaried,Post-Graduate,Divorced,84672.0,777,43149.57,0.51,0,Fully Paid
LN-106834,2022-08-18,South India,Vehicle Loan,215694.0,60,9.06,40,Salaried,Professional Degree,Single,103573.0,784,4483.74,0.043,1,Active
LN-100543,2022-08-19,West India,Home Loan,3064505.0,120,17.2,23,Business Owner,Graduate,Divorced,112475.0,630,53649.38,0.477,0,Active
LN-104286,2022-08-19,Central India,Agriculture Loan,781005.0,24,15.89,21,Business Owner,High School,Divorced,38939.0,626,38199.4,0.981,0,Fully Paid
LN-100397,2022-08-20,East India,Vehicle Loan,789609.0,36,16.47,24,Business Owner,High School,Married,40622.0,673,27943.88,0.688,0,Fully Paid
LN-100560,2022-08-20,South India,Agriculture Loan,422650.0,12,11.9,33,Unemployed,High School,Divorced,7534.0,542,37532.17,4.982,2,Restructured
LN-101972,2022-08-20,North India,Business Loan,796632.0,60,15.8,53,Business Owner,Professional Degree,Married,95041.0,783,19287.99,0.203,1,Active
LN-106978,2022-08-20,North India,Education Loan,1795489.0,84,8.25,36,Salaried,High School,Married,25586.0,711,28209.03,1.103,0,Active
LN-102360,2022-08-21,North India,Business Loan,2834090.0,36,9.24,56,Salaried,Graduate,Divorced,43004.0,700,90440.2,2.103,0,Fully Paid
LN-104992,2022-08-21,East India,Business Loan,3475080.0,24,17.9,36,Salaried,Post-Graduate,Single,77584.0,644,173322.39,2.234,0,Fully Paid
LN-105752,2022-08-21,North India,Vehicle Loan,1045198.0,36,9.18,21,Salaried,Graduate,Married,52239.0,777,33324.65,0.638,0,Fully Paid
LN-101858,2022-08-22,Central India,Home Loan,4119854.0,120,7.9,48,Salaried,High School,Married,39924.0,632,49767.77,1.247,0,Active
LN-104434,2022-08-22,Central India,Business Loan,3167613.0,60,10.9,24,Salaried,Post-Graduate,Married,86995.0,713,68713.72,0.79,0,Active
LN-105878,2022-08-22,Central India,Personal Loan,110892.0,12,8.05,35,Salaried,Post-Graduate,Divorced,82170.0,717,9648.88,0.117,0,Fully Paid
